device_id,timestamp,raw_reading,status_code
SENSOR_002,2026-08-14 23:17:42.034029,74.78,WARN
SENSOR_002,2026-08-14 23:19:42.034029,71.27,WARN
SENSOR_004,2026-08-14 23:23:42.034029,66.05,OK
SENSOR_001,2026-08-14 23:24:42.034029,76.37,OK
SENSOR_005,2026-08-14 23:29:42.034029,72.7,ERR
SENSOR_005,2026-08-14 23:29:42.034029,81.42,OK
SENSOR_002,2026-08-14 23:31:42.034029,71.32,OK
SENSOR_001,2026-08-14 23:32:42.034029,92.69,OK
SENSOR_002,2026-08-14 23:32:42.034029,76.56,ERR
SENSOR_003,2026-08-14 23:33:42.034029,71.79,OK
SENSOR_002,2026-08-14 23:34:42.034029,87.8,OK
SENSOR_002,2026-08-14 23:35:42.034029,54.72,OK
SENSOR_005,2026-08-14 23:38:42.034029,79.26,OK
SENSOR_005,2026-08-14 23:39:42.034029,75.32,WARN
SENSOR_005,2026-08-14 23:50:42.034029,57.36,OK
SENSOR_003,2026-08-15 00:03:42.034029,53.64,WARN
SENSOR_005,2026-08-15 00:09:42.034029,87.63,WARN
SENSOR_001,2026-08-15 00:13:42.034029,87.03,OK
SENSOR_004,2026-08-15 00:13:42.034029,77.16,OK
SENSOR_001,2026-08-15 00:15:42.034029,96.46,OK
SENSOR_001,2026-08-15 00:24:42.034029,80.51,OK
SENSOR_005,2026-08-15 00:24:42.034029,90.62,WARN
SENSOR_004,2026-08-15 00:24:42.034029,80.25,ERR
SENSOR_004,2026-08-15 00:27:42.034029,71.55,ERR
SENSOR_004,2026-08-15 00:31:42.034029,61.78,OK
SENSOR_003,2026-08-15 00:31:42.034029,67.46,ERR
SENSOR_005,2026-08-15 00:35:42.034029,71.79,OK
SENSOR_004,2026-08-15 00:38:42.034029,92.04,ERR
SENSOR_003,2026-08-15 00:41:42.034029,84.62,OK
SENSOR_002,2026-08-15 00:42:42.034029,79.13,OK
SENSOR_002,2026-08-15 00:44:42.034029,85.88,WARN
SENSOR_003,2026-08-15 00:45:42.034029,81.59,OK
SENSOR_003,2026-08-15 00:46:42.034029,78.27,OK
SENSOR_005,2026-08-15 00:48:42.034029,56.27,WARN
SENSOR_005,2026-08-15 00:56:42.034029,89.24,OK
SENSOR_002,2026-08-15 00:59:42.034029,69.27,OK
SENSOR_004,2026-08-15 01:00:42.034029,88.61,ERR
SENSOR_002,2026-08-15 01:01:42.034029,89.82,ERR
SENSOR_004,2026-08-15 01:04:42.034029,66.62,OK
SENSOR_004,2026-08-15 01:08:42.034029,86.87,WARN
SENSOR_005,2026-08-15 01:08:42.034029,70.49,OK
SENSOR_001,2026-08-15 01:14:42.034029,70.56,OK
SENSOR_001,2026-08-15 01:14:42.034029,78.22,OK
SENSOR_003,2026-08-15 01:20:42.034029,78.56,WARN
SENSOR_005,2026-08-15 01:21:42.034029,75.48,OK
SENSOR_004,2026-08-15 01:22:42.034029,58.32,OK
SENSOR_001,2026-08-15 01:23:42.034029,73.48,WARN
SENSOR_004,2026-08-15 01:24:42.034029,103.48,OK
SENSOR_001,2026-08-15 01:27:42.034029,40.2,OK
SENSOR_001,2026-08-15 01:29:42.034029,85.87,OK
SENSOR_001,2026-08-15 01:32:42.034029,88.21,OK
SENSOR_005,2026-08-15 01:33:42.034029,58.02,OK
SENSOR_002,2026-08-15 01:36:42.034029,69.13,OK
SENSOR_004,2026-08-15 01:36:42.034029,62.49,ERR
SENSOR_005,2026-08-15 01:49:42.034029,98.17,OK
SENSOR_005,2026-08-15 01:52:42.034029,88.79,OK
SENSOR_005,2026-08-15 01:58:42.034029,89.39,OK
SENSOR_005,2026-08-15 02:02:42.034029,76.51,ERR
SENSOR_005,2026-08-15 02:02:42.034029,91.4,ERR
SENSOR_003,2026-08-15 02:08:42.034029,74.9,OK
SENSOR_004,2026-08-15 02:11:42.034029,91.99,OK
SENSOR_005,2026-08-15 02:14:42.034029,73.14,ERR
SENSOR_004,2026-08-15 02:14:42.034029,66.51,OK
SENSOR_003,2026-08-15 02:15:42.034029,97.64,OK
SENSOR_003,2026-08-15 02:15:42.034029,74.74,WARN
SENSOR_004,2026-08-15 02:16:42.034029,63.77,OK
SENSOR_001,2026-08-15 02:17:42.034029,63.63,OK
SENSOR_002,2026-08-15 02:17:42.034029,63.67,ERR
SENSOR_001,2026-08-15 02:21:42.034029,85.56,OK
SENSOR_001,2026-08-15 02:21:42.034029,73.76,WARN
SENSOR_001,2026-08-15 02:26:42.034029,103.72,WARN
SENSOR_005,2026-08-15 02:29:42.034029,89.83,OK
SENSOR_003,2026-08-15 02:32:42.034029,78.21,OK
SENSOR_001,2026-08-15 02:38:42.034029,92.55,OK
SENSOR_003,2026-08-15 02:44:42.034029,68.81,WARN
SENSOR_004,2026-08-15 02:52:42.034029,51.82,OK
SENSOR_002,2026-08-15 02:58:42.034029,62.63,WARN
SENSOR_004,2026-08-15 03:00:42.034029,76.84,OK
SENSOR_004,2026-08-15 03:04:42.034029,72.22,OK
SENSOR_005,2026-08-15 03:04:42.034029,85.31,OK
SENSOR_002,2026-08-15 03:15:42.034029,73.44,ERR
SENSOR_004,2026-08-15 03:17:42.034029,84.35,ERR
SENSOR_004,2026-08-15 03:19:42.034029,93.76,OK
SENSOR_002,2026-08-15 03:19:42.034029,73.4,OK
SENSOR_002,2026-08-15 03:24:42.034029,81.94,OK
SENSOR_004,2026-08-15 03:25:42.034029,53.07,OK
SENSOR_002,2026-08-15 03:27:42.034029,73.45,WARN
SENSOR_004,2026-08-15 03:31:42.034029,59.6,WARN
SENSOR_004,2026-08-15 03:32:42.034029,76.82,OK
SENSOR_005,2026-08-15 03:33:42.034029,77.95,WARN
SENSOR_001,2026-08-15 03:34:42.034029,77.91,OK
SENSOR_004,2026-08-15 03:37:42.034029,69.0,OK
SENSOR_003,2026-08-15 03:38:42.034029,103.73,OK
SENSOR_001,2026-08-15 03:39:42.034029,59.15,OK
SENSOR_001,2026-08-15 03:40:42.034029,58.39,OK
SENSOR_001,2026-08-15 03:45:42.034029,95.69,OK
SENSOR_005,2026-08-15 03:47:42.034029,66.2,WARN
SENSOR_004,2026-08-15 03:48:42.034029,63.19,WARN
SENSOR_005,2026-08-15 03:50:42.034029,103.79,ERR
SENSOR_004,2026-08-15 03:51:42.034029,87.32,OK
SENSOR_005,2026-08-15 03:55:42.034029,67.57,OK
SENSOR_005,2026-08-15 04:13:42.034029,77.72,ERR
SENSOR_003,2026-08-15 04:13:42.034029,99.32,WARN
SENSOR_005,2026-08-15 04:15:42.034029,83.65,OK
SENSOR_002,2026-08-15 04:15:42.034029,91.08,WARN
SENSOR_003,2026-08-15 04:16:42.034029,85.06,OK
SENSOR_005,2026-08-15 04:17:42.034029,86.63,ERR
SENSOR_001,2026-08-15 04:18:42.034029,75.5,OK
SENSOR_002,2026-08-15 04:19:42.034029,75.14,WARN
SENSOR_002,2026-08-15 04:28:42.034029,78.34,OK
SENSOR_002,2026-08-15 04:30:42.034029,84.18,OK
SENSOR_003,2026-08-15 04:31:42.034029,71.46,OK
SENSOR_005,2026-08-15 04:31:42.034029,76.53,OK
SENSOR_005,2026-08-15 04:34:42.034029,71.12,ERR
SENSOR_001,2026-08-15 04:35:42.034029,76.45,OK
SENSOR_001,2026-08-15 04:41:42.034029,59.36,OK
SENSOR_002,2026-08-15 04:51:42.034029,107.57,OK
SENSOR_001,2026-08-15 04:57:42.034029,65.84,WARN
SENSOR_003,2026-08-15 04:58:42.034029,70.48,OK
SENSOR_005,2026-08-15 05:01:42.034029,64.76,OK
SENSOR_002,2026-08-15 05:01:42.034029,82.7,OK
SENSOR_001,2026-08-15 05:12:42.034029,72.55,ERR
SENSOR_003,2026-08-15 05:14:42.034029,62.95,OK
SENSOR_003,2026-08-15 05:19:42.034029,83.21,OK
SENSOR_001,2026-08-15 05:20:42.034029,84.9,OK
SENSOR_005,2026-08-15 05:21:42.034029,74.16,WARN
SENSOR_001,2026-08-15 05:23:42.034029,66.7,OK
SENSOR_002,2026-08-15 05:30:42.034029,102.39,OK
SENSOR_001,2026-08-15 05:33:42.034029,79.25,WARN
SENSOR_003,2026-08-15 05:35:42.034029,59.07,OK
SENSOR_001,2026-08-15 05:35:42.034029,92.68,OK
SENSOR_005,2026-08-15 05:38:42.034029,64.3,OK
SENSOR_004,2026-08-15 05:38:42.034029,109.27,OK
SENSOR_001,2026-08-15 05:40:42.034029,76.0,ERR
SENSOR_005,2026-08-15 05:41:42.034029,87.67,ERR
SENSOR_005,2026-08-15 05:45:42.034029,49.0,OK
SENSOR_003,2026-08-15 05:47:42.034029,58.95,OK
SENSOR_005,2026-08-15 05:48:42.034029,91.67,WARN
SENSOR_005,2026-08-15 05:51:42.034029,78.97,OK
SENSOR_005,2026-08-15 05:56:42.034029,100.53,OK
SENSOR_005,2026-08-15 06:01:42.034029,81.06,WARN
SENSOR_002,2026-08-15 06:02:42.034029,76.82,ERR
SENSOR_002,2026-08-15 06:03:42.034029,96.42,ERR
SENSOR_003,2026-08-15 06:03:42.034029,87.63,WARN
SENSOR_001,2026-08-15 06:06:42.034029,72.55,ERR
SENSOR_005,2026-08-15 06:07:42.034029,61.32,OK
SENSOR_001,2026-08-15 06:09:42.034029,45.35,OK
SENSOR_001,2026-08-15 06:12:42.034029,69.53,OK
SENSOR_003,2026-08-15 06:13:42.034029,60.17,OK
SENSOR_005,2026-08-15 06:13:42.034029,107.47,OK
SENSOR_005,2026-08-15 06:16:42.034029,66.87,OK
SENSOR_004,2026-08-15 06:17:42.034029,66.53,OK
SENSOR_001,2026-08-15 06:27:42.034029,55.98,WARN
SENSOR_001,2026-08-15 06:27:42.034029,71.67,OK
SENSOR_002,2026-08-15 06:27:42.034029,66.69,OK
SENSOR_004,2026-08-15 06:27:42.034029,96.72,OK
SENSOR_002,2026-08-15 06:33:42.034029,77.11,OK
SENSOR_002,2026-08-15 06:34:42.034029,74.89,WARN
SENSOR_002,2026-08-15 06:39:42.034029,73.32,OK
SENSOR_003,2026-08-15 06:42:42.034029,84.83,OK
SENSOR_003,2026-08-15 06:43:42.034029,69.35,OK
SENSOR_002,2026-08-15 06:45:42.034029,83.34,OK
SENSOR_004,2026-08-15 06:47:42.034029,95.17,OK
SENSOR_001,2026-08-15 06:49:42.034029,80.75,OK
SENSOR_004,2026-08-15 06:52:42.034029,71.88,OK
SENSOR_005,2026-08-15 07:05:42.034029,63.08,OK
SENSOR_003,2026-08-15 07:05:42.034029,71.56,OK
SENSOR_001,2026-08-15 07:06:42.034029,82.04,OK
SENSOR_001,2026-08-15 07:08:42.034029,55.84,OK
SENSOR_005,2026-08-15 07:12:42.034029,85.39,OK
SENSOR_005,2026-08-15 07:12:42.034029,77.6,OK
SENSOR_002,2026-08-15 07:15:42.034029,73.14,WARN
SENSOR_003,2026-08-15 07:15:42.034029,66.76,OK
SENSOR_003,2026-08-15 07:18:42.034029,69.05,OK
SENSOR_004,2026-08-15 07:22:42.034029,82.47,OK
SENSOR_002,2026-08-15 07:23:42.034029,73.4,OK
SENSOR_002,2026-08-15 07:23:42.034029,68.74,OK
SENSOR_002,2026-08-15 07:28:42.034029,80.86,WARN
SENSOR_002,2026-08-15 07:29:42.034029,81.35,OK
SENSOR_003,2026-08-15 07:30:42.034029,59.39,ERR
SENSOR_003,2026-08-15 07:30:42.034029,82.14,WARN
SENSOR_002,2026-08-15 07:32:42.034029,106.27,OK
SENSOR_004,2026-08-15 07:35:42.034029,80.87,OK
SENSOR_001,2026-08-15 07:35:42.034029,53.76,OK
SENSOR_001,2026-08-15 07:43:42.034029,77.22,OK
SENSOR_004,2026-08-15 07:48:42.034029,52.11,OK
SENSOR_002,2026-08-15 07:48:42.034029,114.59,ERR
SENSOR_003,2026-08-15 07:49:42.034029,102.95,WARN
SENSOR_001,2026-08-15 07:54:42.034029,66.68,WARN
SENSOR_005,2026-08-15 08:03:42.034029,46.93,OK
SENSOR_005,2026-08-15 08:05:42.034029,64.02,ERR
SENSOR_004,2026-08-15 08:12:42.034029,72.74,OK
SENSOR_002,2026-08-15 08:19:42.034029,52.98,OK
SENSOR_001,2026-08-15 08:20:42.034029,74.14,OK
SENSOR_002,2026-08-15 08:21:42.034029,72.66,WARN
SENSOR_001,2026-08-15 08:27:42.034029,76.56,OK
SENSOR_004,2026-08-15 08:43:42.034029,77.87,OK
SENSOR_004,2026-08-15 08:46:42.034029,62.93,OK
SENSOR_005,2026-08-15 08:46:42.034029,64.33,ERR
SENSOR_002,2026-08-15 08:47:42.034029,75.57,WARN
SENSOR_005,2026-08-15 08:47:42.034029,67.11,OK
SENSOR_002,2026-08-15 08:48:42.034029,86.34,OK
SENSOR_005,2026-08-15 08:49:42.034029,75.45,OK
SENSOR_003,2026-08-15 08:49:42.034029,98.31,OK
SENSOR_003,2026-08-15 08:49:42.034029,85.26,ERR
SENSOR_003,2026-08-15 08:51:42.034029,88.8,OK
SENSOR_003,2026-08-15 08:52:42.034029,76.66,OK
SENSOR_001,2026-08-15 08:53:42.034029,76.97,OK
SENSOR_003,2026-08-15 09:03:42.034029,96.64,ERR
SENSOR_004,2026-08-15 09:04:42.034029,70.27,OK
SENSOR_004,2026-08-15 09:07:42.034029,81.83,WARN
SENSOR_001,2026-08-15 09:12:42.034029,71.67,ERR
SENSOR_003,2026-08-15 09:13:42.034029,71.64,OK
SENSOR_003,2026-08-15 09:23:42.034029,60.39,WARN
SENSOR_003,2026-08-15 09:24:42.034029,65.72,OK
SENSOR_005,2026-08-15 09:24:42.034029,63.4,OK
SENSOR_002,2026-08-15 09:27:42.034029,82.43,OK
SENSOR_005,2026-08-15 09:28:42.034029,88.0,OK
SENSOR_002,2026-08-15 09:34:42.034029,73.82,OK
SENSOR_003,2026-08-15 09:35:42.034029,77.87,OK
SENSOR_003,2026-08-15 09:40:42.034029,73.09,ERR
SENSOR_005,2026-08-15 09:43:42.034029,64.87,OK
SENSOR_005,2026-08-15 09:44:42.034029,85.78,OK
SENSOR_002,2026-08-15 09:44:42.034029,83.16,WARN
SENSOR_004,2026-08-15 09:46:42.034029,51.34,OK
SENSOR_002,2026-08-15 09:47:42.034029,71.46,OK
SENSOR_005,2026-08-15 09:48:42.034029,63.97,OK
SENSOR_005,2026-08-15 09:48:42.034029,70.11,OK
SENSOR_001,2026-08-15 09:49:42.034029,66.62,WARN
SENSOR_005,2026-08-15 09:51:42.034029,74.42,OK
SENSOR_001,2026-08-15 09:52:42.034029,70.88,OK
SENSOR_004,2026-08-15 09:53:42.034029,70.61,WARN
SENSOR_002,2026-08-15 09:57:42.034029,88.84,ERR
SENSOR_002,2026-08-15 10:00:42.034029,81.96,OK
SENSOR_001,2026-08-15 10:10:42.034029,66.2,OK
SENSOR_002,2026-08-15 10:11:42.034029,68.06,ERR
SENSOR_005,2026-08-15 10:16:42.034029,81.15,OK
SENSOR_003,2026-08-15 10:17:42.034029,81.13,WARN
SENSOR_001,2026-08-15 10:23:42.034029,67.45,OK
SENSOR_002,2026-08-15 10:23:42.034029,72.08,OK
SENSOR_001,2026-08-15 10:28:42.034029,98.09,ERR
SENSOR_001,2026-08-15 10:28:42.034029,67.67,ERR
SENSOR_003,2026-08-15 10:31:42.034029,98.89,OK
SENSOR_005,2026-08-15 10:32:42.034029,88.8,OK
SENSOR_001,2026-08-15 10:32:42.034029,96.57,OK
SENSOR_002,2026-08-15 10:34:42.034029,67.14,ERR
SENSOR_004,2026-08-15 10:36:42.034029,72.89,OK
SENSOR_001,2026-08-15 10:41:42.034029,69.39,OK
SENSOR_001,2026-08-15 10:42:42.034029,89.08,OK
SENSOR_003,2026-08-15 10:43:42.034029,67.9,ERR
SENSOR_005,2026-08-15 10:44:42.034029,84.14,OK
SENSOR_004,2026-08-15 10:48:42.034029,83.48,ERR
SENSOR_002,2026-08-15 10:48:42.034029,74.4,OK
SENSOR_004,2026-08-15 10:48:42.034029,91.23,OK
SENSOR_002,2026-08-15 10:49:42.034029,76.35,OK
SENSOR_005,2026-08-15 10:53:42.034029,85.43,WARN
SENSOR_002,2026-08-15 10:53:42.034029,68.82,WARN
SENSOR_003,2026-08-15 10:54:42.034029,65.96,WARN
SENSOR_003,2026-08-15 10:58:42.034029,84.14,OK
SENSOR_003,2026-08-15 11:04:42.034029,80.39,OK
SENSOR_003,2026-08-15 11:07:42.034029,78.04,ERR
SENSOR_004,2026-08-15 11:11:42.034029,70.7,ERR
SENSOR_005,2026-08-15 11:16:42.034029,94.37,OK
SENSOR_002,2026-08-15 11:16:42.034029,61.04,OK
SENSOR_002,2026-08-15 11:21:42.034029,60.36,OK
SENSOR_003,2026-08-15 11:21:42.034029,86.78,OK
SENSOR_003,2026-08-15 11:27:42.034029,85.75,OK
SENSOR_001,2026-08-15 11:31:42.034029,79.42,OK
SENSOR_005,2026-08-15 11:34:42.034029,71.4,ERR
SENSOR_004,2026-08-15 11:34:42.034029,81.28,WARN
SENSOR_002,2026-08-15 11:35:42.034029,96.51,OK
SENSOR_001,2026-08-15 11:35:42.034029,106.44,OK
SENSOR_001,2026-08-15 11:38:42.034029,54.29,ERR
SENSOR_002,2026-08-15 11:38:42.034029,69.76,WARN
SENSOR_004,2026-08-15 11:39:42.034029,68.98,OK
SENSOR_001,2026-08-15 11:41:42.034029,95.33,OK
SENSOR_001,2026-08-15 11:41:42.034029,43.98,OK
SENSOR_005,2026-08-15 11:42:42.034029,81.42,OK
SENSOR_004,2026-08-15 11:47:42.034029,71.79,ERR
SENSOR_001,2026-08-15 11:48:42.034029,95.48,WARN
SENSOR_004,2026-08-15 11:48:42.034029,93.76,OK
SENSOR_002,2026-08-15 11:51:42.034029,79.57,ERR
SENSOR_003,2026-08-15 11:53:42.034029,55.25,ERR
SENSOR_001,2026-08-15 11:55:42.034029,67.83,OK
SENSOR_005,2026-08-15 11:59:42.034029,69.2,OK
SENSOR_002,2026-08-15 12:00:42.034029,58.42,WARN
SENSOR_004,2026-08-15 12:02:42.034029,89.43,OK
SENSOR_002,2026-08-15 12:04:42.034029,56.83,ERR
SENSOR_001,2026-08-15 12:05:42.034029,99.57,OK
SENSOR_004,2026-08-15 12:06:42.034029,99.54,OK
SENSOR_003,2026-08-15 12:06:42.034029,70.19,WARN
SENSOR_002,2026-08-15 12:10:42.034029,79.11,ERR
SENSOR_001,2026-08-15 12:14:42.034029,74.1,OK
SENSOR_005,2026-08-15 12:18:42.034029,86.27,OK
SENSOR_004,2026-08-15 12:23:42.034029,90.93,OK
SENSOR_002,2026-08-15 12:32:42.034029,78.22,WARN
SENSOR_002,2026-08-15 12:35:42.034029,80.86,OK
SENSOR_003,2026-08-15 12:35:42.034029,67.24,OK
SENSOR_003,2026-08-15 12:36:42.034029,80.46,WARN
SENSOR_005,2026-08-15 12:36:42.034029,77.03,OK
SENSOR_005,2026-08-15 12:38:42.034029,63.6,OK
SENSOR_001,2026-08-15 12:46:42.034029,74.82,OK
SENSOR_001,2026-08-15 12:47:42.034029,70.21,OK
SENSOR_005,2026-08-15 12:51:42.034029,67.38,OK
SENSOR_005,2026-08-15 12:55:42.034029,60.67,OK
SENSOR_004,2026-08-15 12:59:42.034029,75.78,OK
SENSOR_003,2026-08-15 13:04:42.034029,65.24,OK
SENSOR_001,2026-08-15 13:05:42.034029,69.11,ERR
SENSOR_003,2026-08-15 13:07:42.034029,88.44,OK
SENSOR_003,2026-08-15 13:07:42.034029,82.9,OK
SENSOR_005,2026-08-15 13:10:42.034029,62.77,OK
SENSOR_004,2026-08-15 13:11:42.034029,79.4,ERR
SENSOR_002,2026-08-15 13:16:42.034029,76.66,OK
SENSOR_004,2026-08-15 13:19:42.034029,96.27,ERR
SENSOR_004,2026-08-15 13:30:42.034029,92.29,OK
SENSOR_003,2026-08-15 13:33:42.034029,55.83,ERR
SENSOR_004,2026-08-15 13:35:42.034029,85.76,OK
SENSOR_001,2026-08-15 13:35:42.034029,90.81,WARN
SENSOR_003,2026-08-15 13:38:42.034029,81.99,OK
SENSOR_001,2026-08-15 13:40:42.034029,70.81,OK
SENSOR_002,2026-08-15 13:40:42.034029,105.17,OK
SENSOR_003,2026-08-15 13:40:42.034029,83.14,OK
SENSOR_002,2026-08-15 13:42:42.034029,99.71,OK
SENSOR_003,2026-08-15 13:46:42.034029,91.89,ERR
SENSOR_005,2026-08-15 13:48:42.034029,80.8,OK
SENSOR_004,2026-08-15 13:48:42.034029,67.75,WARN
SENSOR_005,2026-08-15 13:49:42.034029,74.7,OK
SENSOR_002,2026-08-15 13:52:42.034029,72.23,ERR
SENSOR_004,2026-08-15 13:56:42.034029,59.82,OK
SENSOR_003,2026-08-15 13:58:42.034029,83.13,ERR
SENSOR_004,2026-08-15 13:59:42.034029,94.59,ERR
SENSOR_001,2026-08-15 14:07:42.034029,71.27,ERR
SENSOR_004,2026-08-15 14:09:42.034029,102.05,OK
SENSOR_001,2026-08-15 14:11:42.034029,55.53,OK
SENSOR_004,2026-08-15 14:14:42.034029,88.18,ERR
SENSOR_001,2026-08-15 14:23:42.034029,95.89,OK
